d_most_recent_category,total,percentage
2_professional_services,1847858.00,0.448
10_office_management,1284484.98,0.3114
3_information_technology,697652.20,0.1691
9_human_capital,260249.70,0.0631
6_industrial_products_and_services,34308.45,0.0083
