d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,273464.13,281714.47
1_facilities_and_construction,2018-2019,929310.42,948193.70
1_facilities_and_construction,2019-2020,685998.41,677477.14
1_facilities_and_construction,2020-2021,2770568.63,2639124.20
1_facilities_and_construction,2021-2022,666413.44,617110.16
1_facilities_and_construction,2022-2023,89211.18,80167.66
11_defence,2018-2019,322004.77,327842.87
11_defence,2019-2020,367145.62,364216.91
11_defence,2020-2021,366142.49,348685.07
11_defence,2021-2022,47147.12,44648.08
