d_fiscal_year,total,total_constant_2019_dollars
2017-2018,273464.13,279873.98
2018-2019,1251315.19,1266821.40
2019-2020,1053144.04,1051450.31
2020-2021,3136711.13,3058793.45
2021-2022,713560.56,517123.63
