d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,80156.16,79282.62
1_facilities_and_construction,2022-2023,68578.65,61699.03
10_office_management,2019-2020,107063.65,105151.72
10_office_management,2020-2021,268895.52,256246.06
10_office_management,2021-2022,300792.45,279654.46
10_office_management,2022-2023,265473.89,237935.21
11_defence,2022-2023,3235408.48,2920339.72
2_professional_services,2021-2022,87725.93,82388.30
3_information_technology,2022-2023,165365.85,146339.75
5_transportation_and_logistics,2020-2021,77478.00,74616.97
5_transportation_and_logistics,2022-2023,179404.45,158763.14
6_industrial_products_and_services,2022-2023,299000.00,269005.15
