d_most_recent_category,total,percentage
1_facilities_and_construction,8342711.44,0.6072
2_professional_services,2152422.57,0.1567
6_industrial_products_and_services,2022535.83,0.1472
5_transportation_and_logistics,796664.53,0.058
8_security_and_protection,313237.79,0.0228
10_office_management,112576.43,0.0082
