d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1702250.601424409
1_facilities_and_construction,2018-2019,4559037.028570117
1_facilities_and_construction,2019-2020,314105.3750684182
10_office_management,2017-2018,20314.35
2_professional_services,2017-2018,306712.0385945427
2_professional_services,2018-2019,414663.40919717535
2_professional_services,2019-2020,427100.2757982834
2_professional_services,2020-2021,498174.9867001539
5_transportation_and_logistics,2017-2018,202383.83
5_transportation_and_logistics,2018-2019,332394.24600000004
5_transportation_and_logistics,2019-2020,21216.654000000002
5_transportation_and_logistics,2020-2021,39952.5
6_industrial_products_and_services,2017-2018,454146.95025880093
6_industrial_products_and_services,2018-2019,338570.2234489051
6_industrial_products_and_services,2019-2020,368619.78091106704
6_industrial_products_and_services,2020-2021,410036.5959632813
8_security_and_protection,2017-2018,28596.755745164955
8_security_and_protection,2018-2019,4745.75574516496
8_security_and_protection,2019-2020,13829.366839025346
8_security_and_protection,2020-2021,43450.9680894147
