d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,7744540.62,7939258.65
1_facilities_and_construction,2018-2019,6164961.16,6271720.65
1_facilities_and_construction,2019-2020,4160366.41,4104681.89
1_facilities_and_construction,2020-2021,6756051.58,6423690.32
1_facilities_and_construction,2021-2022,7859112.36,6113365.40
2_professional_services,2017-2018,2964667.30,3038130.09
2_professional_services,2018-2019,5407032.24,5491185.02
2_professional_services,2019-2020,4039575.41,4017185.57
2_professional_services,2020-2021,3628234.50,3450560.72
2_professional_services,2021-2022,4022736.96,3143631.04
3_information_technology,2017-2018,922569.96,946476.77
3_information_technology,2018-2019,1421284.63,1442847.60
3_information_technology,2019-2020,1796841.29,1781226.13
3_information_technology,2020-2021,894581.19,849794.31
3_information_technology,2021-2022,650335.20,493726.28
