owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,922569.96,951087.59
cbsa-asfc,2018-2019,1343884.28,1369517.68
cbsa-asfc,2019-2020,1363492.30,1352615.75
cbsa-asfc,2020-2021,340358.66,324079.94
cbsa-asfc,2021-2022,201114.41,186981.23
cbsa-asfc,2022-2023,201114.41,179958.02
cra-arc,2019-2020,11197.18,10941.60
cra-arc,2020-2021,128544.58,121892.24
ec,2017-2018,166692.60,171639.12
ec,2018-2019,236078.88,240654.42
ec,2019-2020,422151.81,418525.09
ec,2020-2021,425677.95,405212.02
ec,2021-2022,438007.59,405979.22
ec,2022-2023,481386.74,430746.87
pwgsc-tpsgc,2017-2018,10542515.32,10859226.72
pwgsc-tpsgc,2018-2019,11413314.87,11646560.51
pwgsc-tpsgc,2019-2020,7812520.99,7743510.92
pwgsc-tpsgc,2020-2021,9880133.92,9412050.27
pwgsc-tpsgc,2021-2022,11040878.91,10254781.52
pwgsc-tpsgc,2022-2023,8680824.42,7763064.46
