d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,230592.53,237665.58
2_professional_services,2018-2019,673970.48,685988.40
2_professional_services,2019-2020,655652.06,649016.07
2_professional_services,2020-2021,1192432.39,1134507.21
2_professional_services,2021-2022,660277.22,619750.47
2_professional_services,2022-2023,820895.34,731655.13
3_information_technology,2017-2018,5934.76,6104.99
3_information_technology,2018-2019,20828.72,21227.87
3_information_technology,2019-2020,97723.53,96632.56
3_information_technology,2020-2021,20828.72,19835.63
3_information_technology,2021-2022,17223.08,15569.39
3_information_technology,2022-2023,17806.92,16084.35
