owner_org,d_fiscal_year,total
csa-asc,2017-2018,11883.319609967495
csa-asc,2018-2019,500789.20312501106
csa-asc,2019-2020,718027.2981845184
csa-asc,2020-2021,666352.2133166895
dnd-mdn,2018-2019,5552223.410029729
dnd-mdn,2019-2020,9831882.493145023
dnd-mdn,2020-2021,1119833.2368252473
ec,2018-2019,82366.8359322034
ec,2019-2020,103581.75600809512
ec,2020-2021,42522.388059701494
hc-sc,2017-2018,127295.03816793892
hc-sc,2018-2019,118395.03816793892
hc-sc,2019-2020,36133.52351073843
hc-sc,2020-2021,231240.1906659684
phac-aspc,2020-2021,6581.575757575758
pwgsc-tpsgc,2019-2020,24929
