d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3899527.56,3997935.96
2018-2019,3095761.06,3142656.61
2019-2020,558534.79,548462.11
2020-2021,366329.23,349029.58
2021-2022,54054.00,38453.60
