owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,216007.84,221424.11
csc-scc,2018-2019,287461.70,292279.42
csc-scc,2019-2020,151739.93,150402.63
csc-scc,2020-2021,172246.27,164134.17
csc-scc,2021-2022,375109.59,341406.72
dfatd-maecd,2017-2018,60359.18,61864.09
dfatd-maecd,2018-2019,41961.70,42544.54
dfatd-maecd,2019-2020,25979.54,25532.18
dfatd-maecd,2020-2021,68900.85,65451.37
dfo-mpo,2017-2018,169079.64,173215.91
dfo-mpo,2018-2019,137457.30,138908.77
dfo-mpo,2019-2020,226119.96,223619.10
dfo-mpo,2020-2021,69406.28,66100.87
dfo-mpo,2021-2022,31989.61,28984.75
dnd-mdn,2017-2018,494566.70,507238.18
dnd-mdn,2018-2019,1163918.27,1181894.83
dnd-mdn,2019-2020,258813.78,254343.17
dnd-mdn,2020-2021,358783.65,341193.94
dnd-mdn,2021-2022,212560.53,195464.86
ec,2018-2019,21470.00,21732.63
irb-cisr,2020-2021,11954.74,11417.34
nrc-cnrc,2019-2020,25305.79,24846.82
nrc-cnrc,2021-2022,17256.17,16194.69
pc,2017-2018,17318.54,17823.73
pc,2018-2019,26957.52,27443.68
phac-aspc,2017-2018,42098.60,43170.68
phac-aspc,2020-2021,10255.15,9770.42
phac-aspc,2021-2022,13416.24,12456.24
pwgsc-tpsgc,2017-2018,10319.53,10562.78
pwgsc-tpsgc,2020-2021,54517.90,51650.98
pwgsc-tpsgc,2021-2022,74541.86,67614.22
rcmp-grc,2017-2018,56609.71,57944.11
rcmp-grc,2018-2019,88543.38,90466.50
rcmp-grc,2019-2020,14125.91,14100.93
