d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,492770.0175
1_facilities_and_construction,2018-2019,771214.2400225734
1_facilities_and_construction,2019-2020,231919.06040632052
1_facilities_and_construction,2020-2021,330023.5995711061
10_office_management,2018-2019,13682.76
11_defence,2017-2018,45790.61
11_defence,2018-2019,393217.31
11_defence,2020-2021,67628.81
2_professional_services,2018-2019,22155.62
2_professional_services,2019-2020,13334
3_information_technology,2017-2018,104670.48720526315
3_information_technology,2018-2019,88543.3849
3_information_technology,2019-2020,28275.57
3_information_technology,2020-2021,11124.750000000002
5_transportation_and_logistics,2018-2019,15136.46
5_transportation_and_logistics,2019-2020,159695.97
6_industrial_products_and_services,2017-2018,404766.004
6_industrial_products_and_services,2018-2019,647286.150611399
6_industrial_products_and_services,2019-2020,174663.50538860104
6_industrial_products_and_services,2020-2021,314889.0753786503
8_security_and_protection,2019-2020,94196.8
9_human_capital,2017-2018,18362.62
