owner_org,d_fiscal_year,total
csc-scc,2017-2018,216007.844
csc-scc,2018-2019,287461.696
csc-scc,2019-2020,151739.93
csc-scc,2020-2021,172246.27
dfatd-maecd,2017-2018,60359.18210526316
dfatd-maecd,2018-2019,41961.700000000004
dfatd-maecd,2019-2020,25979.54
dfatd-maecd,2020-2021,68900.85
dfo-mpo,2017-2018,169079.64
dfo-mpo,2018-2019,320923.35
dfo-mpo,2019-2020,226119.96000000002
dfo-mpo,2020-2021,47007.68
dnd-mdn,2017-2018,494566.6975
dnd-mdn,2018-2019,1163918.2746339724
dnd-mdn,2019-2020,258813.7757949216
dnd-mdn,2020-2021,336304.5050111061
ec,2018-2019,21470
irb-cisr,2020-2021,11954.740000000002
nrc-cnrc,2019-2020,25305.79
pc,2017-2018,17318.54
pc,2018-2019,26957.520000000004
phac-aspc,2017-2018,42098.600000000006
phac-aspc,2020-2021,10255.149938650307
pwgsc-tpsgc,2017-2018,10319.529999999999
pwgsc-tpsgc,2020-2021,54517.899999999994
rcmp-grc,2017-2018,56609.7051
rcmp-grc,2018-2019,88543.3849
rcmp-grc,2019-2020,14125.91
