d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,437.38,441.68
it_consulting_services,2019-2020,903074.77,893962.68
it_consulting_services,2020-2021,1027060.76,976396.14
it_consulting_services,2021-2022,1012096.28,939675.73
it_other,2018-2019,4547.18,4591.92
it_other,2019-2020,233854.85,231942.79
it_other,2020-2021,381178.22,358924.28
it_other,2021-2022,14407.69,13013.03
it_software_licensing,2017-2018,21026.13,21567.93
it_software_licensing,2018-2019,12207.99,12408.66
it_software_licensing,2019-2020,1311639.99,1291552.77
it_software_licensing,2020-2021,674923.99,641497.63
it_software_licensing,2021-2022,2062549.35,1914665.86
