normalized_vendor_name,original_vendor_name
SOUTHWEST RESEARCH INSTITUTE,Soutwest Research Institute
SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE
SOUTHWEST RESEARCH INSTITUTE,Southwest Research Institute
SOUTHWEST RESEARCH INSTITUTE,SOUTHWEST RESEARCH INSTITUTE (SWRI)
