d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,43884.36,44862.35
1_facilities_and_construction,2018-2019,6149274.33,6227821.32
1_facilities_and_construction,2019-2020,6352090.81,6338870.06
1_facilities_and_construction,2020-2021,12919227.46,12632390.32
1_facilities_and_construction,2021-2022,13435858.41,10206421.12
2_professional_services,2017-2018,158191.18,162986.64
2_professional_services,2018-2019,23233.18,23458.02
2_professional_services,2019-2020,15570.50,15591.85
2_professional_services,2020-2021,9532.96,9616.35
3_information_technology,2019-2020,14621.31,14641.36
3_information_technology,2020-2021,16124.03,15864.98
3_information_technology,2021-2022,12910.85,10380.80
6_industrial_products_and_services,2019-2020,2935811.23,2929759.29
