d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6782194.12194922
1_facilities_and_construction,2018-2019,8388057.737342816
1_facilities_and_construction,2019-2020,1435950.0407079645
1_facilities_and_construction,2020-2021,77224.45208978328
11_defence,2017-2018,765679.2504570384
11_defence,2018-2019,4317658.338799187
11_defence,2019-2020,1615412.4107437746
2_professional_services,2019-2020,3793703.08
5_transportation_and_logistics,2020-2021,193492.18690476188
