d_fiscal_year,total,total_constant_2019_dollars
2018-2019,1999818.66,2029119.38
2019-2020,3731483.89,3699140.91
2020-2021,3557975.63,3387845.62
2021-2022,3935145.85,3658669.55
2022-2023,3515177.96,3145338.33
