d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,1005420.82,1020151.93
it_consulting_services,2019-2020,1958406.34,1940413.58
it_consulting_services,2020-2021,1808584.78,1721908.06
it_consulting_services,2021-2022,2140054.58,1989663.66
it_consulting_services,2022-2023,1764320.18,1578721.09
it_other,2022-2023,1106.76,979.43
it_software_licensing,2018-2019,994397.84,1008967.45
it_software_licensing,2019-2020,1773077.55,1758727.33
it_software_licensing,2020-2021,1749390.84,1665937.56
it_software_licensing,2021-2022,1795091.27,1669005.89
it_software_licensing,2022-2023,1749751.01,1565637.80
