d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,78653.88,80973.53
it_consulting_services,2018-2019,25258.36,25742.39
it_consulting_services,2019-2020,30368.85,30126.60
it_consulting_services,2020-2021,44035.22,41935.65
it_consulting_services,2021-2022,191108.08,176261.84
it_consulting_services,2022-2023,175405.51,156953.58
it_software_licensing,2017-2018,39108.75,40318.65
it_software_licensing,2018-2019,118449.69,120342.63
it_software_licensing,2019-2020,191413.06,189790.60
it_software_licensing,2020-2021,100361.42,95400.60
it_software_licensing,2021-2022,177138.20,165241.39
it_software_licensing,2022-2023,181920.79,162802.06
