owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,408495.89,419847.80
aafc-aac,2018-2019,202999.52,206522.87
aafc-aac,2019-2020,163063.50,160905.13
aafc-aac,2020-2021,114632.32,109043.44
aafc-aac,2021-2022,138551.47,129773.72
aandc-aadnc,2017-2018,120584.51,124273.02
aandc-aadnc,2018-2019,12448.88,12676.43
aandc-aadnc,2019-2020,99349.61,97944.73
aandc-aadnc,2020-2021,40289.13,37968.29
acoa-apeca,2017-2018,95753.90,98688.68
acoa-apeca,2018-2019,88398.23,90014.06
atssc-scdata,2017-2018,7105.42,7303.17
atssc-scdata,2018-2019,87902.13,88978.04
atssc-scdata,2019-2020,153337.07,153068.68
cas-satj,2017-2018,163894.84,169045.30
cas-satj,2018-2019,149275.99,151903.48
cas-satj,2019-2020,244964.27,243428.40
cas-satj,2020-2021,77506.90,73876.70
cas-satj,2021-2022,203471.29,189296.19
cbsa-asfc,2017-2018,19407.28,20003.01
cbsa-asfc,2018-2019,299130.23,303303.83
cbsa-asfc,2019-2020,685867.82,681756.92
cbsa-asfc,2020-2021,56731.15,54085.38
cbsa-asfc,2021-2022,121306.24,113034.22
ccohs-cchst,2020-2021,2074.44,1982.46
ccohs-cchst,2021-2022,5392.84,4998.16
ced-dec,2017-2018,4666.93,4795.53
ced-dec,2018-2019,25664.89,26177.33
ced-dec,2019-2020,30797.89,30310.81
ced-dec,2020-2021,66.38,62.96
ced-dec,2021-2022,22487.54,20989.28
cer-rec,2017-2018,0.00,0.00
cer-rec,2018-2019,19571.66,19942.83
cer-rec,2019-2020,15398.39,15276.75
cer-rec,2020-2021,91577.85,87537.51
cer-rec,2021-2022,60101.07,56164.76
cfia-acia,2017-2018,18205.43,18707.12
cfia-acia,2018-2019,18205.43,18521.98
cfia-acia,2019-2020,63307.48,61969.47
cfia-acia,2020-2021,10576.80,10116.85
cfia-acia,2021-2022,34859.39,32021.36
cgc-ccg,2017-2018,34242.25,35257.31
cgc-ccg,2018-2019,71182.03,72590.53
cgc-ccg,2019-2020,100387.70,100257.52
cgc-ccg,2020-2021,41744.86,39802.36
cgc-ccg,2021-2022,45757.39,42760.56
chrc-ccdp,2018-2019,118162.68,120426.29
chrc-ccdp,2019-2020,44128.80,43163.87
chrc-ccdp,2020-2021,234317.49,223419.21
chrc-ccdp,2021-2022,164548.58,154223.13
cic,2018-2019,58048.74,58543.80
cic,2019-2020,43064.18,42108.21
cic,2020-2021,173830.72,165747.63
cics-scic,2017-2018,5796.72,5974.39
cics-scic,2018-2019,5796.72,5902.68
cics-scic,2019-2020,15.88,15.94
cihr-irsc,2017-2018,137873.69,142015.44
cihr-irsc,2018-2019,945211.45,965962.06
cihr-irsc,2019-2020,93238.15,92652.26
cihr-irsc,2020-2021,132828.51,126590.72
cihr-irsc,2021-2022,49593.91,46580.55
cnsc-ccsn,2017-2018,25878.33,26667.06
cnsc-ccsn,2018-2019,8890.79,9057.02
cnsc-ccsn,2019-2020,18289.84,18056.98
cnsc-ccsn,2020-2021,21986.73,20936.85
cnsc-ccsn,2021-2022,34134.02,31874.77
cra-arc,2017-2018,390790.38,402698.48
cra-arc,2018-2019,579179.90,589761.00
cra-arc,2019-2020,766667.86,758714.18
cra-arc,2020-2021,831834.73,792525.22
cra-arc,2021-2022,545135.17,512973.02
crtc,2017-2018,63462.32,65264.27
crtc,2018-2019,111094.67,113250.82
crtc,2019-2020,57434.42,57214.41
crtc,2020-2021,19247.38,18342.56
crtc,2021-2022,26565.89,24882.82
csa-asc,2017-2018,116179.91,119856.70
csa-asc,2018-2019,13857.01,14141.60
csa-asc,2019-2020,90632.15,89130.25
csa-asc,2020-2021,169984.52,162150.85
csa-asc,2021-2022,88778.94,83502.15
csc-scc,2017-2018,984111.56,1012077.55
csc-scc,2018-2019,152246.14,154166.22
csc-scc,2019-2020,343221.45,340939.27
csc-scc,2020-2021,428499.61,407935.05
csc-scc,2021-2022,634792.26,596050.93
csps-efpc,2019-2020,84227.32,82768.16
csps-efpc,2020-2021,48394.90,46225.51
csps-efpc,2021-2022,78184.44,73087.36
cta-otc,2017-2018,14961.13,15373.42
cta-otc,2021-2022,3883.45,3566.42
dfatd-maecd,2017-2018,73523.14,75990.58
dfatd-maecd,2018-2019,64922.10,65997.30
dfatd-maecd,2019-2020,306836.88,303716.73
dfatd-maecd,2020-2021,39097.67,37321.88
dfatd-maecd,2021-2022,208473.69,195519.96
dfo-mpo,2017-2018,264985.95,272352.74
dfo-mpo,2018-2019,230972.94,233139.47
dfo-mpo,2019-2020,492912.05,485572.90
dfo-mpo,2020-2021,153337.26,146429.67
dfo-mpo,2021-2022,1051697.46,956563.02
dnd-mdn,2017-2018,860868.43,887139.70
dnd-mdn,2018-2019,836601.20,852884.72
dnd-mdn,2019-2020,490202.37,484631.39
dnd-mdn,2020-2021,768575.40,734524.22
dnd-mdn,2021-2022,323793.79,302578.35
ec,2017-2018,206806.13,212659.11
ec,2018-2019,48065.45,48633.89
ec,2019-2020,180713.89,177948.96
ec,2020-2021,115488.21,109986.74
ec,2021-2022,136924.73,127712.82
elections,2017-2018,183046.76,188331.78
elections,2018-2019,478486.02,487103.52
elections,2019-2020,266948.21,266224.82
elections,2020-2021,113134.01,107606.85
elections,2021-2022,36289.66,34460.20
esdc-edsc,2017-2018,222373.33,229168.25
esdc-edsc,2018-2019,715868.42,728549.45
esdc-edsc,2019-2020,518367.52,513876.70
esdc-edsc,2020-2021,630171.65,601072.68
esdc-edsc,2021-2022,171799.76,161021.00
fcac-acfc,2019-2020,31035.45,30484.61
fcac-acfc,2020-2021,6128.06,5847.43
fcac-acfc,2021-2022,42800.36,39944.89
fintrac-canafe,2017-2018,190930.83,196217.09
fintrac-canafe,2018-2019,32809.87,33576.49
fintrac-canafe,2020-2021,49856.33,47513.49
fintrac-canafe,2021-2022,77449.96,73325.18
fja-cmf,2017-2018,195092.52,200468.70
fja-cmf,2018-2019,8027.50,8128.12
fja-cmf,2019-2020,13766.81,13678.26
fja-cmf,2020-2021,16617.94,15849.96
fja-cmf,2021-2022,15010.79,14114.20
hc-sc,2017-2018,88987.24,91439.47
hc-sc,2018-2019,48089.63,48877.50
hc-sc,2019-2020,476825.29,468088.02
hc-sc,2020-2021,257076.19,245107.37
hc-sc,2021-2022,126127.60,117114.65
iaac-aeic,2018-2019,8916.90,9063.20
iaac-aeic,2019-2020,13304.27,13171.74
iaac-aeic,2020-2021,20894.80,19918.55
iaac-aeic,2021-2022,40301.66,37676.29
ic,2017-2018,171451.44,176467.62
ic,2018-2019,254577.12,259445.60
ic,2019-2020,64901.57,64166.34
ic,2020-2021,36203.22,34467.71
ic,2021-2022,232660.34,212997.55
iic-iac,2021-2022,96994.00,90257.00
infc,2017-2018,6558.47,6748.96
infc,2018-2019,52411.20,53325.28
infc,2019-2020,42623.97,42566.30
infc,2020-2021,23855.40,22789.30
infc,2021-2022,8820.58,8391.50
irb-cisr,2019-2020,23430.24,23165.78
irb-cisr,2020-2021,12292.95,11756.47
irb-cisr,2021-2022,11282.12,10475.66
isc-sac,2018-2019,11237.82,11349.86
isc-sac,2019-2020,63457.55,62700.16
isc-sac,2020-2021,855738.09,815407.52
isc-sac,2021-2022,492290.95,466984.47
jus,2017-2018,617449.38,636388.79
jus,2018-2019,556670.89,566858.64
jus,2020-2021,18641.91,17862.06
jus,2021-2022,155955.91,145838.46
lac-bac,2017-2018,11665.50,12020.64
lac-bac,2018-2019,2387.00,2447.92
mgerc-ceegm,2018-2019,3534.49,3564.64
mgerc-ceegm,2019-2020,10799.84,10769.62
mgerc-ceegm,2020-2021,1122.35,1064.48
mgerc-ceegm,2021-2022,73661.05,69642.59
mpcc-cppm,2019-2020,33900.00,33274.07
mpcc-cppm,2020-2021,64456.61,61658.90
nfb-onf,2017-2018,962468.72,990115.44
nfb-onf,2018-2019,713490.86,722520.03
nfb-onf,2019-2020,721750.84,715427.32
nfb-onf,2020-2021,614844.07,583380.34
nfb-onf,2021-2022,335017.93,310812.93
nrc-cnrc,2017-2018,561077.58,578198.49
nrc-cnrc,2018-2019,168668.86,171093.01
nrc-cnrc,2019-2020,222658.45,220266.84
nrc-cnrc,2020-2021,299109.56,285689.73
nrc-cnrc,2021-2022,186677.33,173793.55
nrcan-rncan,2017-2018,70278.90,72345.82
nrcan-rncan,2018-2019,139667.73,141523.28
nrcan-rncan,2019-2020,35626.99,34778.33
nrcan-rncan,2020-2021,101940.47,96445.78
nrcan-rncan,2021-2022,12041.28,11255.39
nserc-crsng,2017-2018,2548.15,2618.37
nserc-crsng,2018-2019,326615.84,330035.28
nserc-crsng,2019-2020,390516.10,383406.39
nserc-crsng,2020-2021,263867.22,252108.49
nserc-crsng,2021-2022,87329.51,81240.51
nsira-ossnr,2020-2021,14983.80,14198.49
nsira-ossnr,2021-2022,41.00,37.28
oag-bvg,2017-2018,74152.86,76369.80
oag-bvg,2018-2019,41454.48,42025.16
oag-bvg,2019-2020,78676.94,77959.85
