owner_org,d_fiscal_year,total
aafc-aac,2017-2018,408495.8887212111
aafc-aac,2018-2019,202999.52256654072
aafc-aac,2019-2020,163063.49913225212
aafc-aac,2020-2021,114632.32029701122
aandc-aadnc,2017-2018,120584.51217510259
aandc-aadnc,2018-2019,12448.881737346099
aandc-aadnc,2019-2020,99349.61128362974
aandc-aadnc,2020-2021,40289.134803921566
acoa-apeca,2017-2018,95753.9
acoa-apeca,2018-2019,88398.23000000001
atssc-scdata,2017-2018,7105.4182692307695
atssc-scdata,2018-2019,87902.12731981033
atssc-scdata,2019-2020,153337.07441095888
cas-satj,2017-2018,163894.8368186641
cas-satj,2018-2019,149275.9937228425
cas-satj,2019-2020,244964.26531901877
cas-satj,2020-2021,77506.89540821534
cbsa-asfc,2017-2018,19407.275853310504
cbsa-asfc,2018-2019,299130.23445895436
cbsa-asfc,2019-2020,685803.0087288311
cbsa-asfc,2020-2021,55942.64564383561
ccohs-cchst,2020-2021,2074.4353219448094
ced-dec,2017-2018,4666.9270727762805
ced-dec,2018-2019,25664.892927223722
ced-dec,2019-2020,30797.89
ced-dec,2020-2021,66.38474114441416
cer-rec,2017-2018,3234
cer-rec,2018-2019,19571.6621253406
cer-rec,2019-2020,15398.386574924652
cer-rec,2020-2021,91577.85376657825
cfia-acia,2017-2018,18205.43
cfia-acia,2018-2019,18205.43
cfia-acia,2019-2020,63307.479999999996
cfia-acia,2020-2021,10576.8
cgc-ccg,2017-2018,34242.2498484111
cgc-ccg,2018-2019,71182.0345306478
cgc-ccg,2019-2020,100387.69644105098
cgc-ccg,2020-2021,41744.861227711655
chrc-ccdp,2018-2019,118162.68
chrc-ccdp,2019-2020,44128.79799575699
chrc-ccdp,2020-2021,234317.4891823252
cic,2018-2019,58048.74
cic,2019-2020,43064.17841530054
cic,2020-2021,173830.72158469947
cics-scic,2017-2018,5796.72356557377
cics-scic,2018-2019,5796.72356557377
cics-scic,2019-2020,15.881434426229509
cihr-irsc,2017-2018,28776.814207650274
cihr-irsc,2018-2019,945211.4470413857
cihr-irsc,2019-2020,93238.14646866523
cihr-irsc,2020-2021,83986.06663208683
cnsc-ccsn,2017-2018,25878.331397260274
cnsc-ccsn,2018-2019,8890.792191780822
cnsc-ccsn,2019-2020,18289.83662953814
cnsc-ccsn,2020-2021,21986.725617037202
cra-arc,2017-2018,390790.3750942351
cra-arc,2018-2019,579179.8953788307
cra-arc,2019-2020,766667.8616688261
cra-arc,2020-2021,831834.7342411347
crtc,2017-2018,63462.31574479607
crtc,2018-2019,111094.66927580557
crtc,2019-2020,57434.424294466844
crtc,2020-2021,19247.380802375374
csa-asc,2017-2018,116179.9103076923
csa-asc,2018-2019,13857.01135371179
csa-asc,2019-2020,90632.14946042874
csa-asc,2020-2021,169984.51744695863
csc-scc,2017-2018,984111.5600004077
csc-scc,2018-2019,152246.13523438593
csc-scc,2019-2020,343221.44989009894
csc-scc,2020-2021,428499.60897543724
csps-efpc,2019-2020,84227.32
csps-efpc,2020-2021,48394.89698630137
cta-otc,2017-2018,14961.130000000001
dfatd-maecd,2017-2018,73523.1411780822
dfatd-maecd,2018-2019,64922.101415332174
dfatd-maecd,2019-2020,306836.88330822496
dfatd-maecd,2020-2021,39097.669632607234
dfo-mpo,2017-2018,264985.95
dfo-mpo,2018-2019,206112.94
dfo-mpo,2019-2020,492912.05
dfo-mpo,2020-2021,153337.25999999998
dnd-mdn,2017-2018,837958.509119504
dnd-mdn,2018-2019,836601.2034713737
dnd-mdn,2019-2020,490202.3691130909
dnd-mdn,2020-2021,768575.402903023
ec,2017-2018,206806.13
ec,2018-2019,48065.450000000004
ec,2019-2020,180713.88629040206
ec,2020-2021,115488.20821997052
elections,2017-2018,183046.7640506787
elections,2018-2019,478486.02199727204
elections,2019-2020,266948.20767998864
elections,2020-2021,113134.0061058606
esdc-edsc,2017-2018,222373.33037846212
esdc-edsc,2018-2019,715868.4203695182
esdc-edsc,2019-2020,518367.52087108075
esdc-edsc,2020-2021,630171.6463197157
fcac-acfc,2019-2020,31035.45
fcac-acfc,2020-2021,6128.062395543176
