owner_org,d_fiscal_year,total
aandc-aadnc,2019-2020,2115374.25
cbsa-asfc,2019-2020,2632092.17
cbsa-asfc,2020-2021,1784412.68
cgc-ccg,2020-2021,32726.40
cic,2020-2021,2503294.34
cra-arc,2019-2020,32618.58
csc-scc,2019-2020,2354302.45
csc-scc,2020-2021,762933.96
dfatd-maecd,2020-2021,4952366.26
dnd-mdn,2019-2020,5726794.28
dnd-mdn,2020-2021,961782.22
ec,2020-2021,5035218.30
hc-sc,2020-2021,7688499.66
ic,2020-2021,665796.00
isc-sac,2019-2020,344735.30
isc-sac,2020-2021,2000929.17
nrcan-rncan,2019-2020,374518.38
pbc-clcc,2019-2020,105994.00
pbc-clcc,2020-2021,167658.10
pco-bcp,2020-2021,62586.20
rcmp-grc,2019-2020,75389.06
rcmp-grc,2020-2021,825657.50
tsb-bst,2020-2021,33419.09
