d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,183698.46376369862
10_office_management,2018-2019,634171.4458378667
10_office_management,2019-2020,2077516.6854900287
10_office_management,2020-2021,1821720.9270628674
2_professional_services,2017-2018,200729.65771950426
2_professional_services,2018-2019,213878.65418525768
2_professional_services,2019-2020,513821.00857142854
2_professional_services,2020-2021,353443.68986784143
3_information_technology,2017-2018,128941.72175342464
3_information_technology,2018-2019,177297.3923782299
3_information_technology,2019-2020,543054.2030546272
3_information_technology,2020-2021,1470429.395044758
6_industrial_products_and_services,2017-2018,24333.75
6_industrial_products_and_services,2020-2021,7513.333333333334
9_human_capital,2017-2018,1520576.3094164135
9_human_capital,2018-2019,1726103.2367201038
9_human_capital,2019-2020,1813239.3942738948
9_human_capital,2020-2021,1408209.6860810663
