owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,40703.72690410959
atssc-scdata,2018-2019,34467.792493150686
atssc-scdata,2019-2020,34246.748678100754
atssc-scdata,2020-2021,20882.36937669377
cas-satj,2017-2018,70763.29572080293
cas-satj,2018-2019,52342.03572080292
cas-satj,2019-2020,83649.5024161233
cas-satj,2020-2021,31276.358027516766
cbsa-asfc,2018-2019,39848.26
cbsa-asfc,2019-2020,69572.94852691439
cbsa-asfc,2020-2021,9317.856948664019
cer-rec,2017-2018,22146.823770491803
cer-rec,2018-2019,39921
cnsc-ccsn,2019-2020,10923.710000000001
cnsc-ccsn,2020-2021,12190.44
cra-arc,2017-2018,1192035.1133600504
cra-arc,2018-2019,1132162.6423671073
cra-arc,2019-2020,1290261.683936303
cra-arc,2020-2021,1168926.8279079956
crtc,2017-2018,12375.281287671232
crtc,2018-2019,12871.400246575342
crtc,2019-2020,8887.382465753424
csc-scc,2017-2018,11565.621205479452
csc-scc,2018-2019,37808.38208219178
csc-scc,2019-2020,30314.726712328767
csc-scc,2020-2021,3503.2167123287672
dfatd-maecd,2019-2020,142200.7676459854
dfatd-maecd,2020-2021,28165.761177007298
dnd-mdn,2017-2018,6784.775013698631
dnd-mdn,2018-2019,113087.86339141351
dnd-mdn,2019-2020,261763.59146810588
dnd-mdn,2020-2021,44320.965277466865
esdc-edsc,2017-2018,12856.2
esdc-edsc,2018-2019,14359.09
esdc-edsc,2019-2020,14967.883905109487
esdc-edsc,2020-2021,14926.988047445255
feddevontario,2017-2018,10509
feddevontario,2018-2019,10130.620273972603
feddevontario,2019-2020,907.2197260273973
fin,2017-2018,215022.93125
fin,2018-2019,215022.93125
fin,2019-2020,101552.50165093323
fin,2020-2021,67056.91121751026
ic,2017-2018,85301.0302739726
ic,2018-2019,150933.4924109589
ic,2019-2020,80755.65731506849
ic,2020-2021,138321.05726027398
jus,2018-2019,555277.6253667816
jus,2019-2020,2139191.2587848245
jus,2020-2021,3092519.518139535
nsira-ossnr,2020-2021,10599.554794520549
osfi-bsif,2017-2018,21145.39875
osfi-bsif,2019-2020,15707.6
pco-bcp,2020-2021,662.6134020618556
ps-sp,2018-2019,905.2867305061558
ps-sp,2019-2020,7362.998741450067
ps-sp,2020-2021,6437.5945280437745
pwgsc-tpsgc,2017-2018,6963.176767123287
pwgsc-tpsgc,2018-2019,51334.07323287671
pwgsc-tpsgc,2019-2020,203400
pwgsc-tpsgc,2020-2021,255902.0898678414
rcmp-grc,2017-2018,339571.58095238096
rcmp-grc,2018-2019,285688.58095238096
rcmp-grc,2019-2020,427444.64126373624
rcmp-grc,2020-2021,138960.31116734145
tbs-sct,2019-2020,20195.699999999997
tc,2019-2020,4324.7681532147735
tc,2020-2021,17346.597537619695
wd-deo,2017-2018,10535.947397260274
wd-deo,2018-2019,5289.652602739726
