owner_org,d_fiscal_year,total
csa-asc,2017-2018,39718.47847432024
csa-asc,2018-2019,48812.27152567975
dfatd-maecd,2017-2018,56129.00814371257
dfatd-maecd,2018-2019,67207.10185628742
dnd-mdn,2017-2018,3472406.6429246976
dnd-mdn,2018-2019,3041334.926210395
dnd-mdn,2019-2020,1559813.56944995
dnd-mdn,2020-2021,1001807.0258348304
ec,2017-2018,191249.99999999997
hc-sc,2017-2018,13560
hc-sc,2018-2019,23730
nrcan-rncan,2017-2018,24916.5
pwgsc-tpsgc,2017-2018,2107.701428571428
pwgsc-tpsgc,2018-2019,2810.268571428571
ssc-spc,2017-2018,207812.52024390243
tc,2017-2018,29948.84
