d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1303846.00,1344611.62
1_facilities_and_construction,2018-2019,733607.46,743293.53
1_facilities_and_construction,2019-2020,880095.42,878292.75
1_facilities_and_construction,2020-2021,569510.34,558114.76
1_facilities_and_construction,2021-2022,547816.82,416143.80
11_defence,2017-2018,1751647.60,1798631.41
11_defence,2018-2019,1740912.60,1763129.28
11_defence,2019-2020,111350.36,111299.57
2_professional_services,2017-2018,704854.57,722129.93
2_professional_services,2018-2019,618437.41,626322.54
2_professional_services,2019-2020,568367.79,567203.62
2_professional_services,2020-2021,432296.68,425845.15
2_professional_services,2021-2022,266549.70,202481.93
3_information_technology,2017-2018,277501.53,283536.22
3_information_technology,2018-2019,90937.10,91972.86
