owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2017-2018,39718.48,40743.62
csa-asc,2018-2019,48812.27,49571.37
dfatd-maecd,2017-2018,56129.01,57452.09
dfatd-maecd,2018-2019,67207.10,68666.80
dnd-mdn,2017-2018,3472406.64,3563508.12
dnd-mdn,2018-2019,3041334.93,3087771.13
dnd-mdn,2019-2020,1559813.57,1547985.94
dnd-mdn,2020-2021,1001807.03,952563.77
dnd-mdn,2021-2022,814366.52,756094.52
ec,2017-2018,191250.00,196205.91
hc-sc,2017-2018,13560.00,13879.64
hc-sc,2018-2019,23730.00,24072.60
nrcan-rncan,2017-2018,24916.50,25575.46
pwgsc-tpsgc,2017-2018,65980.21,67558.49
pwgsc-tpsgc,2018-2019,87973.62,89691.22
ssc-spc,2017-2018,207812.52,213019.41
tc,2017-2018,29948.84,30654.80
