d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1303845.9979531898
1_facilities_and_construction,2018-2019,733607.4593763126
1_facilities_and_construction,2019-2020,880095.4184845022
1_facilities_and_construction,2020-2021,569510.3433061794
11_defence,2017-2018,1751647.5982802315
11_defence,2018-2019,1740912.5982802315
11_defence,2019-2020,111350.36496350366
2_professional_services,2017-2018,704854.5665941678
2_professional_services,2018-2019,618437.4086509596
2_professional_services,2019-2020,568367.786001944
2_professional_services,2020-2021,432296.68252865097
3_information_technology,2017-2018,277501.528387615
3_information_technology,2018-2019,90937.10185628742
