d_fiscal_year,total,total_constant_2019_dollars
2017-2018,6054062.67,6241789.40
2018-2019,5221398.38,5321347.81
2019-2020,3517502.91,3490676.69
2020-2021,1001807.03,954233.75
2021-2022,814366.52,757137.45
2022-2023,277723.31,250590.06
