owner_org,d_fiscal_year,total,total_constant_2019_dollars
atssc-scdata,2017-2018,22862.16,23474.44
cbsa-asfc,2017-2018,62370.94,63907.70
cbsa-asfc,2018-2019,18469.06,18870.20
cbsa-asfc,2020-2021,77546.25,73668.85
cic,2017-2018,223982.74,229517.45
cic,2018-2019,52277.09,53063.64
cic,2019-2020,10715.07,10730.05
cihr-irsc,2017-2018,202586.92,207836.61
cnsc-ccsn,2018-2019,59939.66,60652.21
cnsc-ccsn,2019-2020,108603.54,107687.03
cnsc-ccsn,2020-2021,108306.81,102964.06
cra-arc,2019-2020,25717.61,25095.23
cra-arc,2020-2021,66511.07,63205.10
csa-asc,2017-2018,257339.45,264100.81
dfatd-maecd,2020-2021,441731.89,420421.39
dfatd-maecd,2021-2022,385733.21,360732.47
dnd-mdn,2017-2018,467058.77,479189.03
dnd-mdn,2018-2019,183766.99,186933.06
dnd-mdn,2019-2020,106357.94,105034.11
dnd-mdn,2020-2021,462670.12,439846.77
dnd-mdn,2021-2022,603152.90,561874.49
esdc-edsc,2017-2018,328821.73,337342.58
esdc-edsc,2018-2019,141929.24,144136.45
esdc-edsc,2019-2020,62993.25,63070.25
esdc-edsc,2020-2021,44067.54,41494.79
esdc-edsc,2021-2022,508923.85,472271.35
ic,2021-2022,10602.98,9576.61
irb-cisr,2018-2019,67923.39,68654.11
irb-cisr,2019-2020,182793.83,181251.24
irb-cisr,2020-2021,182294.40,173301.86
irb-cisr,2021-2022,182294.40,169250.32
jus,2017-2018,328835.89,337143.80
jus,2018-2019,461685.02,468776.67
jus,2019-2020,413464.07,411000.47
jus,2020-2021,216228.49,205562.00
nrc-cnrc,2018-2019,127486.63,129292.44
nrc-cnrc,2019-2020,88983.95,88931.03
nrcan-rncan,2017-2018,119814.68,122919.47
nserc-crsng,2019-2020,29347.49,28637.27
pc,2020-2021,153945.54,146316.25
pc,2021-2022,275441.77,255732.53
pwgsc-tpsgc,2017-2018,123968.67,126979.04
pwgsc-tpsgc,2018-2019,215310.07,218781.82
pwgsc-tpsgc,2019-2020,216882.82,217228.97
pwgsc-tpsgc,2020-2021,33486.42,31694.82
pwgsc-tpsgc,2021-2022,44141.19,40128.08
tbs-sct,2019-2020,23479.14,22997.92
tsb-bst,2018-2019,30459.15,30792.59
vac-acc,2019-2020,53755.00,53351.49
