d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,165584.81,170828.03
11_defence,2018-2019,52575.25,53840.74
11_defence,2020-2021,117421.28,112109.59
11_defence,2021-2022,132280.15,123782.61
2_professional_services,2017-2018,483659.57,498220.86
2_professional_services,2018-2019,339235.33,344945.10
2_professional_services,2019-2020,490768.95,488099.79
2_professional_services,2020-2021,931045.76,888296.08
2_professional_services,2021-2022,1177378.63,1104624.65
3_information_technology,2017-2018,1465535.40,1509601.13
3_information_technology,2018-2019,967435.73,984714.57
3_information_technology,2019-2020,778569.76,774054.35
3_information_technology,2020-2021,738321.48,704349.84
3_information_technology,2021-2022,497399.16,464742.54
9_human_capital,2017-2018,22862.16,23586.05
9_human_capital,2019-2020,53755.00,53383.82
9_human_capital,2021-2022,203232.35,191295.13
