d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,94208.47,96898.92
10_office_management,2018-2019,11293.03,11502.20
11_defence,2017-2018,26323787.27,27140727.34
11_defence,2018-2019,21359872.84,21763411.15
11_defence,2019-2020,12696463.18,12636623.66
11_defence,2020-2021,15027946.23,14322385.66
11_defence,2021-2022,7040436.26,6442906.02
11_defence,2022-2023,17415969.81,15476242.85
3_information_technology,2017-2018,2389108.82,2462328.88
3_information_technology,2018-2019,2262499.70,2305617.12
3_information_technology,2019-2020,1680745.51,1667075.23
3_information_technology,2020-2021,3375648.72,3194148.70
3_information_technology,2021-2022,403408.91,367161.64
3_information_technology,2022-2023,5231629.01,4679643.38
6_industrial_products_and_services,2017-2018,895481.56,921253.48
6_industrial_products_and_services,2018-2019,2337791.84,2399901.61
6_industrial_products_and_services,2019-2020,5371616.94,5249008.98
6_industrial_products_and_services,2020-2021,27502096.14,26190814.98
6_industrial_products_and_services,2021-2022,27502096.14,25569404.53
6_industrial_products_and_services,2022-2023,28210865.05,25236212.71
9_human_capital,2019-2020,13800.00,13649.61
9_human_capital,2022-2023,26644.00,23684.14
