owner_org,d_fiscal_year,total,total_constant_2019_dollars
csc-scc,2017-2018,27821.45,28706.46
csc-scc,2018-2019,15028.38,15235.33
csc-scc,2019-2020,75685.20,75788.97
dnd-mdn,2017-2018,27313477.30,28034110.82
dnd-mdn,2018-2019,23708957.71,23999136.16
dnd-mdn,2019-2020,17992394.93,17977902.80
dnd-mdn,2020-2021,42530042.37,41583395.01
dnd-mdn,2021-2022,34542532.40,24558550.11
rcmp-grc,2017-2018,2361287.37,2421157.82
rcmp-grc,2018-2019,2247471.32,2278589.16
rcmp-grc,2019-2020,1694545.51,1693889.69
rcmp-grc,2020-2021,3375648.72,3252070.38
rcmp-grc,2021-2022,403408.91,100328.44
