d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1411676.11625459
1_facilities_and_construction,2018-2019,2132434.8825173397
1_facilities_and_construction,2019-2020,1499630.2712280701
5_transportation_and_logistics,2017-2018,24955
6_industrial_products_and_services,2020-2021,10007.130000000001
