owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2018-2019,280658.61,283052.14
cas-satj,2017-2018,288271.03,296995.96
cas-satj,2018-2019,48924.48,50024.31
cas-satj,2020-2021,15572.84,14769.93
cas-satj,2021-2022,138051.10,129595.37
cgc-ccg,2017-2018,48250.58,49748.62
cihr-irsc,2017-2018,11387.05,11740.51
dfatd-maecd,2017-2018,20870.91,21446.05
dfatd-maecd,2018-2019,72519.88,73713.11
dnd-mdn,2017-2018,348618.47,358335.74
dnd-mdn,2018-2019,611397.65,620643.69
dnd-mdn,2019-2020,236480.90,236142.07
dnd-mdn,2020-2021,13105621.83,12435312.07
dnd-mdn,2021-2022,7691101.41,7000749.32
ec,2018-2019,14700.10,14941.97
esdc-edsc,2021-2022,14822.39,13477.56
hc-sc,2020-2021,5949.06,5642.34
hc-sc,2021-2022,27602.42,26299.82
ic,2017-2018,32643.66,33556.56
isc-sac,2018-2019,280658.61,283052.14
nrc-cnrc,2021-2022,665003.19,622062.41
nserc-crsng,2018-2019,150124.27,151908.40
nserc-crsng,2019-2020,32096.71,31564.45
osfi-bsif,2017-2018,13982.70,14445.70
pc,2018-2019,27750.56,27987.22
pwgsc-tpsgc,2017-2018,606637.61,624842.56
pwgsc-tpsgc,2018-2019,951004.76,967943.69
pwgsc-tpsgc,2019-2020,680014.78,676237.91
pwgsc-tpsgc,2020-2021,500594.15,477017.70
pwgsc-tpsgc,2021-2022,229400.91,215847.55
rcmp-grc,2017-2018,112188.09,115279.67
ssc-spc,2017-2018,17417512.62,17950055.90
ssc-spc,2018-2019,16846587.28,17154265.28
ssc-spc,2019-2020,5614412.30,5551984.33
ssc-spc,2020-2021,12682135.86,12087124.53
ssc-spc,2021-2022,27265884.15,25321442.91
vac-acc,2018-2019,996194.40,1005818.12
