owner_org,d_fiscal_year,total
aandc-aadnc,2018-2019,280658.61
cas-satj,2017-2018,288271.03
cas-satj,2018-2019,48924.48
cas-satj,2020-2021,15572.837753424657
cgc-ccg,2017-2018,48250.58
cihr-irsc,2017-2018,11387.046575342465
dfatd-maecd,2017-2018,20870.91
dfatd-maecd,2018-2019,72519.88
dnd-mdn,2017-2018,348618.47
dnd-mdn,2018-2019,611397.6459562841
dnd-mdn,2019-2020,283644.28404371586
dnd-mdn,2020-2021,13105621.826958904
ec,2018-2019,14700.1
hc-sc,2020-2021,5949.060518237631
ic,2017-2018,32643.66
isc-sac,2018-2019,280658.61
nserc-crsng,2018-2019,150124.27158904108
nserc-crsng,2019-2020,32096.708410958905
osfi-bsif,2017-2018,13982.697704918033
pc,2018-2019,27750.56
pwgsc-tpsgc,2017-2018,606637.6134084045
pwgsc-tpsgc,2018-2019,951004.7608730322
pwgsc-tpsgc,2019-2020,680014.7777962667
pwgsc-tpsgc,2020-2021,500594.153493046
rcmp-grc,2017-2018,112188.09
ssc-spc,2017-2018,17417512.620012183
ssc-spc,2018-2019,16846587.2841666
ssc-spc,2019-2020,5614412.303309268
ssc-spc,2020-2021,12683501.05914599
vac-acc,2018-2019,996194.4
