d_fiscal_year,total,total_constant_2019_dollars
2017-2018,13703.27,14123.26
2018-2019,794093.84,806971.65
2019-2020,1118529.13,1109508.51
2020-2021,2686494.42,2562270.13
2021-2022,5772292.46,5354706.67
