d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,1451318.78,1378551.35
1_facilities_and_construction,2021-2022,2916448.55,2719989.51
1_facilities_and_construction,2022-2023,776031.33,698152.27
2_professional_services,2022-2023,13348243.23,11907105.75
8_security_and_protection,2017-2018,13703.27,14126.85
8_security_and_protection,2018-2019,794093.84,807607.65
8_security_and_protection,2019-2020,1118529.13,1109564.58
8_security_and_protection,2020-2021,1024284.52,975416.03
8_security_and_protection,2021-2022,2419288.47,2195388.74
8_security_and_protection,2022-2023,3323184.49,2960837.29
