d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,216230.26,221351.83
1_facilities_and_construction,2018-2019,919325.76,933814.65
1_facilities_and_construction,2019-2020,280687.18,276516.57
1_facilities_and_construction,2020-2021,1060841.82,1008551.18
1_facilities_and_construction,2021-2022,439093.36,407674.04
2_professional_services,2018-2019,275976.39,278997.66
2_professional_services,2019-2020,153635.87,153276.98
2_professional_services,2020-2021,43874.65,41710.33
2_professional_services,2021-2022,37786.37,35222.28
3_information_technology,2017-2018,87642.01,89913.11
3_information_technology,2018-2019,96505.36,97955.53
3_information_technology,2019-2020,143377.72,142915.57
