d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1465046.05,1508015.49
1_facilities_and_construction,2018-2019,462730.73,468619.91
1_facilities_and_construction,2019-2020,596742.34,594228.66
1_facilities_and_construction,2020-2021,573156.56,544563.70
10_office_management,2018-2019,25582.45,25800.62
10_office_management,2019-2020,141866.30,142036.84
3_information_technology,2019-2020,0.00,0.00
3_information_technology,2020-2021,0.00,0.00
3_information_technology,2021-2022,216611.89,196958.83
5_transportation_and_logistics,2017-2018,131025.83,134653.41
5_transportation_and_logistics,2019-2020,349720.89,341390.27
5_transportation_and_logistics,2020-2021,29753.21,28219.19
6_industrial_products_and_services,2021-2022,326143.10,301445.88
