d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1935614.47,1986483.48
2018-2019,1026723.10,1042690.16
2019-2020,1029536.04,1020847.81
2020-2021,1026723.10,976075.14
2021-2022,255977.54,242042.41
