d_vendor_name,overall_total
ORACLE CANADA,20778243.423850082
SAS INSTITUTE,19975517.607890412
TRANSCONTINENTAL PRINTING,16418388.800000003
MICROSOFT CANADA,12387777.987811714
CANADIAN CORPS OF COMMISSIONAIRES,6030816.904568493
OPENTEXT,2242882.321018767
LIONBRIDGE,1932000
VMWARE,1767023.5084931506
TEKSYSTEMS CANADA,1597363.48
SAP,1452897.8164420484
GARTNER,1312971.0188219177
ESRI,1238905.9452369828
TRANSPOLAR TECHNOLOGY,1195639.8283561645
SI SYSTEMS,1113615
THE AIM GROUP,1002649
THE MASHA KRUPP TRANSLATION GROUP,971800.0000000001
"NATIONS TRANSLATION GROUP",926600
IBM CANADA,893623.0206709168
FUJITSU,878010
LES TRADUCTIONS TESSIER S C C,861000
CANON,810210
CONEXSYS,777320.56
NISHA TECHONOLOGIES,771176.86
TRM TECHNOLOGIES,758230
FACTIVA,746057.6399999999
CORADIX TECHNOLOGY CONSULTING,710848.2831325302
ECOLE DE LANGUES LA CITE,680000
IPSS,662770.1393495935
CONOSCENTI TECHNOLOGIES,624054.8835616438
INSA,583619.7730188679
ECLIPSYS SOLUTIONS,546145.8161312336
GENESIS INTEGRATION,515496.33
APPLIED ELECTONICS,485359.67
GILMORE REPRODUCTIONS,462621.64999999997
TEKNION,462267.1084042553
MACDONALD DETTWILER AND ASSOCIATES,408320.67005772004
UBIQUS OTTAWA,367250
TOTEM OFFISOURCE,367142.36
BELL CANADA,362299.98
ASOKAN BUSINESS INTERIORS,325833.02
EXCEL HUMAN RESOURCES,314516.11
SOFTCHOICE,303291.86606695445
PRICEWATERHOUSE COOPERS,290975
INFO TECH RESEARCH GROUP,284282.01
APPAREL TRIMMINGS,283380.27
DELOITTE AND TOUCHE,273814.3704301075
ELSEVIER,269754.83593819686
QMR,257550.03
ERNST YOUNG,237735.05
GRAYBRIDGE INTERNATIONAL CONSULTING,232847.8
CDW CANADA,224466.03
PITNEY BOWES,209669.15
TPG TECHNOLOGY CONSULTANTS,202665.5
DELL COMPUTER,179898.5911111111
EBSCO CANADA,175962.47
STONEWORKS TECHNOLOGIES,173588.08
GLOBAL UPHOLSTERY,173516.90999999997
DONNA CONA,173172.5
GRAND TOY,170677.98
SHI CANADA,133512.21960227273
AVI SPL CANADA,117752.02
BANCTEC CANADA,96398.93000000001
SUPREMEX,92268.93
CISTEL TECHNOLOGY,82485.48
MAXSYS STAFFING AND CONSULTING,80682
ABI AMEUBLEMENT BUREAU INTERIEUR,78710.13
POSTMEDIA NETWORK,54795.659999999996
INTEGRA NETWORKS,49494
FAST FORWARD FRENCH,48045.200000000004
PROQUEST,45532.78490410959
PRINTERS PLUS,43037.58
GLASSHOUSE SYSTEMS,36626.0825479452
GENERAL MOTORS,35613.08
NITAM SOLUTIONS,34837.54
TELUS CANADA,33900
COSSETTE COMMUNICATIONS,30633.17
FISHER SCIENTIFIC COMPANY,29204.879999999997
THE HALIFAX GROUP,24973
I4C CONSULTING,24857.74
SYSTEMSCOPE,24012.5
MISHKUMI TECHNOLOGIES,21696
LEVITT SAFETY,21188.68
NOVA NETWORKS,19802.69
HAWORTH,18316.62
FELIX TECHNOLOGY,16145.89
NIMBLE INFORMATION STRATEGIES,15232.306369168358
KENN BOREK AIR,12282.82
CBCI TELECOM,12037.48
TENAQUIP,11469.449999999999
BAYSHORE HEALTHCARE,10735
THE STEVENS COMPANY,10559.849999999999
MICRO FOCUS CANADA,9713.82780612245
