d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,2196163.71,2262754.19
it_consulting_services,2018-2019,2843345.54,2897628.04
it_consulting_services,2019-2020,12324770.54,12107676.21
it_consulting_services,2020-2021,21199926.15,20189685.58
it_consulting_services,2021-2022,28926328.57,26833740.31
it_consulting_services,2022-2023,29508437.27,26381913.88
it_devices_equipment,2017-2018,194325.03,200599.55
it_devices_equipment,2018-2019,165275.05,169387.84
it_devices_equipment,2019-2020,392925.06,387864.65
it_devices_equipment,2020-2021,400139.10,379090.06
it_devices_equipment,2021-2022,624295.03,582095.01
it_devices_equipment,2022-2023,1516826.18,1359452.40
it_other,2017-2018,766682.14,789103.45
it_other,2018-2019,200463.66,203289.95
it_other,2019-2020,229750.42,225155.05
it_other,2020-2021,61364.30,58291.36
it_other,2021-2022,445415.90,409734.65
it_other,2022-2023,54677.19,49056.97
it_software_licensing,2017-2018,16453132.01,16946811.18
it_software_licensing,2018-2019,9383175.99,9584637.69
it_software_licensing,2019-2020,10955588.79,10819602.77
it_software_licensing,2020-2021,25095199.35,23907671.43
it_software_licensing,2021-2022,27103117.91,25333739.75
it_software_licensing,2022-2023,17606205.02,15750673.44
