d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,15209.19,15632.29
1_facilities_and_construction,2018-2019,68394.75,69603.84
1_facilities_and_construction,2019-2020,39820.84,39598.95
1_facilities_and_construction,2020-2021,3033121.73,2896155.24
1_facilities_and_construction,2021-2022,3888099.53,3637659.53
10_office_management,2017-2018,2618011.83,2693011.47
10_office_management,2018-2019,1354010.70,1377981.29
10_office_management,2019-2020,1705210.66,1683511.94
10_office_management,2020-2021,20060544.57,19078643.10
10_office_management,2021-2022,1177848.62,1092174.41
2_professional_services,2017-2018,1665243.56,1714118.66
2_professional_services,2018-2019,2347765.51,2385829.96
2_professional_services,2019-2020,9858784.25,9749352.91
2_professional_services,2020-2021,4445164.20,4235484.94
2_professional_services,2021-2022,35255715.49,32921272.52
3_information_technology,2017-2018,19610302.89,20188382.44
3_information_technology,2018-2019,12592260.24,12843059.75
3_information_technology,2019-2020,19369753.98,19082024.73
3_information_technology,2020-2021,37683426.84,35991093.27
3_information_technology,2021-2022,44803335.38,41992569.00
4_medical,2017-2018,321266.48,330512.32
4_medical,2018-2019,178482.50,182486.89
4_medical,2019-2020,373029.00,369350.44
4_medical,2020-2021,823812.98,782174.56
4_medical,2021-2022,1548096.90,1452659.98
5_transportation_and_logistics,2017-2018,177730.08,182780.91
5_transportation_and_logistics,2018-2019,320083.59,325891.07
5_transportation_and_logistics,2019-2020,173664.35,173579.71
5_transportation_and_logistics,2020-2021,35613.08,33950.79
5_transportation_and_logistics,2021-2022,266028.03,249621.75
6_industrial_products_and_services,2017-2018,503328.22,517767.71
6_industrial_products_and_services,2018-2019,301910.94,306489.81
6_industrial_products_and_services,2019-2020,372395.97,367203.22
6_industrial_products_and_services,2020-2021,612542.10,585796.87
6_industrial_products_and_services,2021-2022,392152.22,361719.82
7_travel,2017-2018,12282.82,12671.63
7_travel,2021-2022,217987.80,206181.79
8_security_and_protection,2017-2018,13464.15,13876.82
8_security_and_protection,2018-2019,2076591.38,2114549.35
8_security_and_protection,2019-2020,1994374.57,1984539.79
8_security_and_protection,2020-2021,1921385.39,1831798.51
8_security_and_protection,2021-2022,1590688.42,1487949.79
9_human_capital,2017-2018,1591172.73,1638740.82
9_human_capital,2018-2019,3695823.97,3760791.26
9_human_capital,2019-2020,2525479.84,2506791.54
9_human_capital,2020-2021,3014889.75,2872020.06
9_human_capital,2021-2022,4174060.39,3889852.46
