owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,163263.1332946636
aandc-aadnc,2018-2019,881782.3138051045
aandc-aadnc,2019-2020,866004.4461716939
aandc-aadnc,2020-2021,146700.2067285383
cer-rec,2019-2020,57730.02
csc-scc,2020-2021,24823.11
isc-sac,2017-2018,75243.9184764992
isc-sac,2018-2019,416173.4238249595
isc-sac,2019-2020,199559.95769854132
nrc-cnrc,2019-2020,87492.25701492537
nrc-cnrc,2020-2021,31967.95298507463
nrcan-rncan,2019-2020,145908.31
nrcan-rncan,2020-2021,83187.55
pc,2018-2019,2475845.2477309564
pc,2019-2020,971175.254363229
pc,2020-2021,478654.84790581476
pwgsc-tpsgc,2017-2018,1753131.6563409823
pwgsc-tpsgc,2018-2019,5336976.980171355
pwgsc-tpsgc,2019-2020,4706831.815012201
pwgsc-tpsgc,2020-2021,4619046.678801585
