d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1568842.447057964
1_facilities_and_construction,2018-2019,5302532.365549549
1_facilities_and_construction,2019-2020,3677718.2442674795
1_facilities_and_construction,2020-2021,2305401.3157111476
2_professional_services,2017-2018,184289.20928301814
2_professional_services,2018-2019,2546577.862352762
2_professional_services,2019-2020,2280654.6921228752
2_professional_services,2020-2021,2932278.823981327
5_transportation_and_logistics,2019-2020,10764.720000000001
7_travel,2017-2018,156875.485123831
7_travel,2018-2019,829848.5807275117
7_travel,2019-2020,632562.1807843882
7_travel,2020-2021,73350.10336426915
