d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1549608.79,1597245.93
1_facilities_and_construction,2018-2019,5141300.92,5217422.91
1_facilities_and_construction,2019-2020,3457052.05,3425873.87
1_facilities_and_construction,2020-2021,2085338.04,1987761.38
1_facilities_and_construction,2021-2022,1080151.81,1002512.59
1_facilities_and_construction,2022-2023,803657.88,718841.45
2_professional_services,2017-2018,184289.21,189882.47
2_professional_services,2018-2019,2546577.86,2585824.65
2_professional_services,2019-2020,2293192.24,2268281.89
2_professional_services,2020-2021,2932278.82,2793510.38
2_professional_services,2021-2022,2825827.45,2608241.79
2_professional_services,2022-2023,3924440.63,3498086.86
5_transportation_and_logistics,2019-2020,10764.72,10671.23
7_travel,2017-2018,156875.49,161355.61
7_travel,2018-2019,829848.58,845751.09
7_travel,2019-2020,632562.18,629282.75
7_travel,2020-2021,73350.10,69288.67
9_human_capital,2021-2022,28744.25,26479.14
