category,total,percentage
1_facilities_and_construction,12854494.37258614,0.5464997927507906
2_professional_services,8963603.637739984,0.3810813080887914
7_travel,1692636.35,0.07196124465620292
5_transportation_and_logistics,10764.720000000001,4.5765450421499023e-4
