d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3087047.05,3165651.86
2018-2019,2126753.81,2161366.38
2019-2020,828209.86,819734.84
2020-2021,1574955.03,1499110.30
2021-2022,1449483.13,1013259.24
