owner_org,d_fiscal_year,total
aafc-aac,2017-2018,14087.5
cfia-acia,2019-2020,4254.117647058823
cfia-acia,2020-2021,12130.882352941177
csc-scc,2017-2018,3788.222995594713
csc-scc,2018-2019,33724.42422907489
csc-scc,2019-2020,25408.812775330396
csc-scc,2020-2021,51043.159999999996
dfo-mpo,2018-2019,53026.5
dfo-mpo,2019-2020,62308.09198598131
dfo-mpo,2020-2021,112217.18923097334
dnd-mdn,2017-2018,49524.603140203144
dnd-mdn,2018-2019,22710.585155318488
dnd-mdn,2019-2020,67803.19973801146
dnd-mdn,2020-2021,186096.51098239672
ec,2017-2018,11175.20581655481
ec,2018-2019,39971.06
ic,2017-2018,39841.31951219512
lac-bac,2018-2019,11451.581150159745
lac-bac,2019-2020,13268.038849840255
nrc-cnrc,2019-2020,45831.64192546584
nrc-cnrc,2020-2021,59958.95807453416
nrcan-rncan,2020-2021,34492.49
pc,2017-2018,431147.3432511947
pc,2018-2019,352320.9537185692
pc,2019-2020,310207.6702655674
pc,2020-2021,287307.2246429227
pwgsc-tpsgc,2017-2018,2531596.619124594
pwgsc-tpsgc,2018-2019,1564948.152359776
pwgsc-tpsgc,2019-2020,240049.74727948473
pwgsc-tpsgc,2020-2021,780027.6669558557
rcmp-grc,2017-2018,5886.236933797909
rcmp-grc,2018-2019,48600.55098286876
rcmp-grc,2019-2020,59078.53586283186
rcmp-grc,2020-2021,51680.94622050148
