owner_org,d_fiscal_year,total
aafc-aac,2018-2019,108760.05
aafc-aac,2019-2020,2872.1833819241983
aafc-aac,2020-2021,88870.9266180758
csc-scc,2017-2018,1035264.5316806723
csc-scc,2018-2019,194016.73151260504
csc-scc,2019-2020,1311674.0049047908
csc-scc,2020-2021,1613987.1165676075
dfo-mpo,2017-2018,46893.66204992799
dfo-mpo,2018-2019,343091.31204992795
dfo-mpo,2019-2020,37751.7
dfo-mpo,2020-2021,102182.84999999999
dnd-mdn,2017-2018,109862.63319741032
dnd-mdn,2018-2019,1782042.749746515
dnd-mdn,2019-2020,366049.14705607475
dnd-mdn,2020-2021,268319.42231845565
ec,2017-2018,35563.66599240745
nrc-cnrc,2019-2020,50225.96089552239
nrc-cnrc,2020-2021,22025.14910447761
pwgsc-tpsgc,2017-2018,193200.9176237624
pwgsc-tpsgc,2018-2019,3751632.764520064
pwgsc-tpsgc,2019-2020,964117.0507734057
pwgsc-tpsgc,2020-2021,805355.5970827681
