d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,359743.38,370260.89
1_facilities_and_construction,2018-2019,2683507.73,2733050.33
1_facilities_and_construction,2019-2020,1421016.04,1408878.45
1_facilities_and_construction,2020-2021,1266174.75,1204578.84
1_facilities_and_construction,2021-2022,2417445.53,2230109.66
1_facilities_and_construction,2022-2023,2348835.13,2105560.30
2_professional_services,2022-2023,56348.26,50897.37
3_information_technology,2022-2023,39040.83,34549.00
6_industrial_products_and_services,2017-2018,1035264.53,1069181.09
6_industrial_products_and_services,2018-2019,3496035.88,3559784.29
6_industrial_products_and_services,2019-2020,1311674.00,1297664.57
6_industrial_products_and_services,2020-2021,1624276.72,1546728.95
6_industrial_products_and_services,2021-2022,159388.43,149874.68
8_security_and_protection,2017-2018,25777.50,26537.73
