d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,490476.54,501576.17
10_office_management,2018-2019,1392947.16,1410638.00
10_office_management,2019-2020,1797192.06,1792860.87
10_office_management,2020-2021,2153129.01,2092127.18
10_office_management,2021-2022,3293357.81,1433263.12
2_professional_services,2017-2018,30881.01,31708.79
2_professional_services,2018-2019,78995.63,80086.48
2_professional_services,2019-2020,72918.19,72768.83
2_professional_services,2020-2021,84354.32,84818.13
2_professional_services,2021-2022,108741.34,77866.26
3_information_technology,2017-2018,295994.58,301861.42
3_information_technology,2018-2019,90466.01,91591.95
3_information_technology,2019-2020,220780.91,220506.21
3_information_technology,2020-2021,364665.75,357761.87
3_information_technology,2021-2022,129033.95,80686.98
9_human_capital,2017-2018,91118.04,93408.54
9_human_capital,2018-2019,304204.06,307922.00
9_human_capital,2019-2020,559953.79,559362.05
9_human_capital,2020-2021,477455.89,466402.54
9_human_capital,2021-2022,459544.96,297712.63
