owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,5176.16,5298.17
aandc-aadnc,2018-2019,60967.30,61915.30
aandc-aadnc,2019-2020,62236.88,61698.06
aandc-aadnc,2020-2021,65306.37,62139.69
cbsa-asfc,2020-2021,11342.41,10680.22
cbsa-asfc,2021-2022,34657.38,32463.81
cnsc-ccsn,2019-2020,11373.19,11277.21
cra-arc,2017-2018,81265.12,83370.97
cra-arc,2018-2019,81209.96,82472.89
cra-arc,2019-2020,87313.60,86576.76
cra-arc,2020-2021,79516.72,75594.18
cra-arc,2021-2022,86252.21,67472.05
dfo-mpo,2017-2018,30881.01,31681.24
dfo-mpo,2018-2019,78995.63,80037.14
dfo-mpo,2019-2020,72918.19,72302.84
dfo-mpo,2020-2021,80040.32,75556.46
dfo-mpo,2021-2022,73585.03,52876.83
dnd-mdn,2017-2018,216689.21,222284.98
dnd-mdn,2018-2019,1282000.21,1301052.42
dnd-mdn,2019-2020,1547685.19,1533684.17
dnd-mdn,2020-2021,2143919.67,2035163.10
dnd-mdn,2021-2022,3117446.50,1314218.26
ec,2017-2018,15105.47,15491.99
ec,2018-2019,10110.38,10265.85
ec,2019-2020,12321.63,12235.62
ec,2021-2022,13817.35,207.50
fin,2017-2018,20223.91,20759.58
fin,2018-2019,9506.53,9678.02
hc-sc,2020-2021,72429.25,68200.69
hc-sc,2021-2022,89981.62,46980.71
infc,2021-2022,16125.77,0.00
isc-sac,2018-2019,5198.33,5249.48
isc-sac,2019-2020,56175.51,55783.38
isc-sac,2020-2021,4414.63,4156.89
isc-sac,2021-2022,52083.90,40661.07
nrc-cnrc,2017-2018,417957.70,427917.18
nrc-cnrc,2018-2019,140860.09,142246.01
nrc-cnrc,2019-2020,483939.27,478004.78
nrc-cnrc,2020-2021,477179.49,454679.23
nrc-cnrc,2021-2022,210345.20,164500.69
nrcan-rncan,2017-2018,45260.33,46434.44
nrcan-rncan,2018-2019,72055.69,73045.04
nrcan-rncan,2019-2020,48676.76,47917.26
nrcan-rncan,2020-2021,28011.11,26590.28
nrcan-rncan,2021-2022,99942.46,88071.75
nserc-crsng,2018-2019,22918.57,23228.04
nserc-crsng,2019-2020,39990.26,39744.08
nserc-crsng,2020-2021,34856.69,33158.10
nserc-crsng,2021-2022,24096.76,17543.19
oag-bvg,2018-2019,39101.54,39486.26
oag-bvg,2019-2020,2562.03,2500.03
oag-bvg,2020-2021,26283.93,24988.16
oag-bvg,2021-2022,31708.12,23913.39
osgg-bsgg,2021-2022,23736.28,0.00
pch,2017-2018,12149.02,12491.94
pch,2018-2019,32828.98,33318.96
pch,2019-2020,72701.86,71674.96
pch,2020-2021,11689.44,11105.52
pch,2021-2022,46677.18,38645.19
phac-aspc,2017-2018,652.95,668.34
phac-aspc,2018-2019,26291.13,26685.95
phac-aspc,2019-2020,47562.13,46809.98
rcmp-grc,2017-2018,21299.29,21821.14
rcmp-grc,2018-2019,4568.53,4613.48
rcmp-grc,2019-2020,17280.80,17155.43
rcmp-grc,2020-2021,20210.73,19223.32
rcmp-grc,2021-2022,14390.65,13479.82
statcan,2017-2018,41810.00,42795.55
statcan,2020-2021,3722.78,3505.44
statcan,2021-2022,40110.01,34288.84
tc,2019-2020,88107.64,85975.39
tc,2020-2021,20681.41,19513.45
tc,2021-2022,15721.65,12032.98
