d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,490476.5403869827
10_office_management,2018-2019,1392947.1556900358
10_office_management,2019-2020,1797192.060617794
10_office_management,2020-2021,2153129.0092310803
2_professional_services,2017-2018,30881.013183391005
2_professional_services,2018-2019,78995.63
2_professional_services,2019-2020,72918.19
2_professional_services,2020-2021,84354.3224109589
3_information_technology,2017-2018,295994.58
3_information_technology,2018-2019,90466.01388888888
3_information_technology,2019-2020,220780.91426900585
3_information_technology,2020-2021,364665.7492608347
9_human_capital,2017-2018,91118.03794911937
9_human_capital,2018-2019,304204.06222874805
9_human_capital,2019-2020,559953.7883967592
9_human_capital,2020-2021,477455.88742379437
