owner_org,d_fiscal_year,total
dnd-mdn,2017-2018,689958.54
dnd-mdn,2018-2019,171141.47
dnd-mdn,2019-2020,153190.77
dnd-mdn,2020-2021,42841.68
nrcan-rncan,2019-2020,12688.80
oag-bvg,2018-2019,49418.32
phac-aspc,2018-2019,116435.04
ssc-spc,2017-2018,12431497.59
ssc-spc,2018-2019,5576205.80
ssc-spc,2019-2020,267068.55
ssc-spc,2020-2021,712885.04
