normalized_vendor_name,original_vendor_name
GRAW RADIOSONDES,GRAW RADIOSONDES GMBH
GRAW RADIOSONDES,GRAW RADIOSONDES
GRAW RADIOSONDES,GRAW RADIOSONDES GMBH & CO. KG
GRAW RADIOSONDES,GRAW RADIOSONDES GMBH & CO.
