d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,1189545.1183836765
2_professional_services,2018-2019,1205141.997051371
2_professional_services,2019-2020,1340888.961986373
2_professional_services,2020-2021,1402046.6400278686
3_information_technology,2017-2018,9223.214794520547
3_information_technology,2018-2019,1758.3333333333333
3_information_technology,2019-2020,10163.166666666666
9_human_capital,2017-2018,29565.143186029945
9_human_capital,2018-2019,41274.766747673784
9_human_capital,2019-2020,45433.29010622655
9_human_capital,2020-2021,139296.06636380666
