owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,20443.42,20991.42
aafc-aac,2018-2019,20443.42,20704.31
aafc-aac,2021-2022,69288.80,52634.57
acoa-apeca,2017-2018,13368.34,13836.88
acoa-apeca,2018-2019,16498.00,16757.79
acoa-apeca,2019-2020,38836.83,38751.56
acoa-apeca,2020-2021,42314.76,41425.63
acoa-apeca,2021-2022,42314.76,32144.00
cfia-acia,2021-2022,33900.00,25253.78
cic,2017-2018,24940.60,25589.14
cic,2018-2019,27255.44,27603.26
cic,2019-2020,27330.11,27274.13
cra-arc,2017-2018,118197.73,121378.72
cra-arc,2018-2019,121014.41,122558.73
cra-arc,2019-2020,84572.01,84425.08
cra-arc,2020-2021,38727.70,37913.94
cra-arc,2021-2022,44080.49,32633.58
crtc,2017-2018,5267.46,5365.03
crtc,2018-2019,5975.95,6037.91
cta-otc,2017-2018,29127.27,29908.04
cta-otc,2018-2019,29127.27,29498.97
cta-otc,2019-2020,29207.07,29147.24
cta-otc,2020-2021,29127.27,28515.24
cta-otc,2021-2022,25267.05,19404.20
dfatd-maecd,2019-2020,1398.76,1400.68
dfatd-maecd,2020-2021,88298.93,86097.41
dfatd-maecd,2021-2022,395312.79,344754.21
ec,2018-2019,15106.19,15252.38
ec,2019-2020,78983.77,78821.99
ec,2020-2021,6474.08,6530.71
fcac-acfc,2017-2018,16950.00,17356.43
feddevontario,2020-2021,3501.64,3367.70
feddevontario,2021-2022,6588.13,5004.61
fin,2017-2018,20801.04,21358.62
fin,2018-2019,11522.44,11680.88
fin,2019-2020,5427.56,5425.08
hc-sc,2018-2019,12147.50,12311.21
hc-sc,2019-2020,16226.22,16192.99
hc-sc,2020-2021,16181.89,15841.87
hc-sc,2021-2022,4034.39,3726.54
ic,2017-2018,29687.18,30482.96
ic,2018-2019,29687.18,30066.03
ic,2019-2020,27534.50,27480.65
ic,2020-2021,101675.95,99539.51
ic,2021-2022,4250.78,3926.42
infc,2021-2022,4754.69,2149.37
nfb-onf,2018-2019,883.31,891.86
nfb-onf,2019-2020,80822.61,80657.07
nfb-onf,2020-2021,177940.51,170913.83
nfb-onf,2021-2022,1352.67,1249.45
nserc-crsng,2018-2019,23617.00,23918.39
nserc-crsng,2019-2020,11162.48,11149.51
nserc-crsng,2020-2021,33395.94,32694.22
nserc-crsng,2021-2022,33395.94,25368.91
ocol-clo,2020-2021,6368.27,6019.36
ocol-clo,2021-2022,25826.87,19619.13
osfi-bsif,2017-2018,437.88,453.40
pco-bcp,2017-2018,906332.91,930627.64
pco-bcp,2018-2019,906332.91,917899.09
pco-bcp,2019-2020,908816.02,906954.52
pco-bcp,2020-2021,906332.91,887288.81
pco-bcp,2021-2022,815202.88,661195.92
ps-sp,2017-2018,20801.04,21358.62
ps-sp,2018-2019,22401.12,22686.99
ps-sp,2019-2020,24001.20,23952.04
tbs-sct,2018-2019,1758.33,1775.35
tbs-sct,2019-2020,10163.17,10133.09
tc,2020-2021,24997.17,24094.49
tc,2021-2022,30418.14,23277.16
tsb-bst,2017-2018,21978.62,22546.35
vac-acc,2018-2019,4404.63,4447.26
vac-acc,2019-2020,52003.11,51896.59
vac-acc,2020-2021,47456.39,46607.99
vac-acc,2021-2022,27643.02,17819.18
wage,2020-2021,18549.30,17879.46
wage,2021-2022,32551.80,24351.11
