d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1091857.68,1127315.61
2018-2019,1479605.38,1514651.16
2019-2020,494747.02,491764.09
2020-2021,253264.06,240958.47
2021-2022,2209175.19,2033122.79
2022-2023,16712021.06,14981111.10
