d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1443392.52,1488817.50
1_facilities_and_construction,2018-2019,712016.25,719909.17
1_facilities_and_construction,2019-2020,692417.43,681527.33
1_facilities_and_construction,2020-2021,756219.96,720606.44
1_facilities_and_construction,2021-2022,548040.40,503701.86
2_professional_services,2018-2019,24893.90,25453.52
6_industrial_products_and_services,2017-2018,24746.86,25428.81
6_industrial_products_and_services,2019-2020,117234.11,114441.51
6_industrial_products_and_services,2020-2021,39437.00,37539.97
6_industrial_products_and_services,2021-2022,16040.35,14877.21
