d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3769824.56,3890045.56
1_facilities_and_construction,2018-2019,1561506.09,1580208.58
1_facilities_and_construction,2019-2020,9350127.32,9270535.43
1_facilities_and_construction,2020-2021,13023301.98,12411369.65
1_facilities_and_construction,2021-2022,20019084.82,18570026.21
1_facilities_and_construction,2022-2023,17500072.10,15634236.36
5_transportation_and_logistics,2019-2020,2762692.06,2717558.92
5_transportation_and_logistics,2020-2021,5335357.68,5080971.47
5_transportation_and_logistics,2021-2022,1159189.79,1056812.88
5_transportation_and_logistics,2022-2023,3277948.05,2932982.37
